Date,Price,Open,High,Low,Vol.,Change %
06-May-19,"1,319.10","1,320.70","1,320.70","1,319.70",0.01K,0.17%
03-May-19,"1,316.80","1,315.40","1,315.40","1,314.90",0.02K,0.73%
02-May-19,"1,307.30","1,310.00","1,310.00","1,303.80",0.04K,-0.91%
01-May-19,"1,319.30","1,321.30","1,322.00","1,317.40",0.26K,-0.11%
30-Apr-19,"1,320.70","1,320.90","1,322.10","1,317.80",0.21K,0.31%
29-Apr-19,"1,316.60","1,284.80","1,284.90","1,277.10",0.14K,-0.57%
26-Apr-19,"1,324.20","1,319.40","1,324.20","1,319.40",0.38K,0.68%
25-Apr-19,"1,315.20","1,310.50","1,310.50","1,310.50",0.00K,0.02%
24-Apr-19,"1,314.90","1,268.40","1,273.90","1,267.80",0.15K,0.47%
23-Apr-19,"1,308.70","1,309.40","1,309.40","1,306.70",0.06K,-0.36%
22-Apr-19,"1,313.40","1,273.50","1,273.50","1,273.50",0.00K,2.78%
19-Apr-19,"1,277.90","1,277.90","1,277.90","1,277.90",-,-2.58%
18-Apr-19,"1,311.80","1,310.90","1,313.10","1,308.90",0.08K,-0.05%
17-Apr-19,"1,312.50","1,314.60","1,314.60","1,311.90",0.06K,-0.05%
16-Apr-19,"1,313.20","1,319.00","1,319.00","1,312.50",0.18K,-1.08%
15-Apr-19,"1,327.50","1,321.90","1,323.00","1,321.90",0.02K,-0.29%
12-Apr-19,"1,331.40","1,333.20","1,333.20","1,333.20",0.23K,0.19%
11-Apr-19,"1,328.90","1,335.90","1,335.90","1,335.90",0.04K,-1.52%
10-Apr-19,"1,349.40","1,343.70","1,346.90","1,341.80",0.08K,0.41%
09-Apr-19,"1,343.90","1,338.40","1,344.40","1,338.40",0.00K,0.49%
08-Apr-19,"1,337.40","1,339.10","1,339.10","1,339.10",0.00K,0.47%
05-Apr-19,"1,331.10","1,327.80","1,327.80","1,327.80",0.05K,0.12%
04-Apr-19,"1,329.50","1,325.80","1,325.80","1,316.10",0.04K,-0.08%
03-Apr-19,"1,330.60","1,331.80","1,331.80","1,331.80",0.05K,-0.01%
02-Apr-19,"1,330.70","1,329.10","1,331.40","1,328.50",0.07K,0.09%
01-Apr-19,"1,329.50","1,328.10","1,328.10","1,328.10",0.03K,-0.30%
29-Mar-19,"1,333.50","1,322.90","1,334.00","1,322.90",0.01K,0.27%
28-Mar-19,"1,329.90","1,345.80","1,347.90","1,345.80",0.11K,-1.58%
27-Mar-19,"1,351.30","1,357.50","1,357.50","1,352.00",0.14K,-0.37%
26-Mar-19,"1,356.30","1,354.80","1,354.80","1,348.00",0.05K,-0.56%
25-Mar-19,"1,363.90","1,359.00","1,361.00","1,358.30",0.14K,0.75%
22-Mar-19,"1,353.80","1,348.50","1,349.10","1,346.40",0.06K,0.36%
21-Mar-19,"1,349.00","1,357.90","1,357.90","1,357.90",0.12K,0.41%
20-Mar-19,"1,343.50","1,344.90","1,344.90","1,344.60",0.02K,-0.39%
19-Mar-19,"1,348.70","1,352.80","1,352.80","1,352.80",0.00K,0.39%
18-Mar-19,"1,343.40","1,346.80","1,346.80","1,346.80",0.01K,-0.09%
15-Mar-19,"1,344.60","1,344.00","1,344.00","1,344.00",0.01K,0.58%
14-Mar-19,"1,336.90","1,337.00","1,337.00","1,337.00",0.23K,-1.07%
13-Mar-19,"1,351.40","1,350.30","1,350.30","1,350.30",0.02K,0.86%
12-Mar-19,"1,339.90","1,333.80","1,333.80","1,333.80",0.08K,0.50%
11-Mar-19,"1,333.30","1,334.60","1,334.60","1,334.60",0.01K,-0.63%
08-Mar-19,"1,341.80","1,342.90","1,342.90","1,342.90",0.00K,1.02%
07-Mar-19,"1,328.20","1,329.40","1,329.40","1,329.40",0.04K,-0.12%
06-Mar-19,"1,329.80","1,327.50","1,327.50","1,327.50",0.14K,0.23%
05-Mar-19,"1,326.80","1,328.00","1,328.00","1,328.00",0.00K,-0.21%
04-Mar-19,"1,329.60","1,336.50","1,339.80","1,327.40",0.02K,-0.89%
01-Mar-19,"1,341.60","1,351.60","1,351.60","1,351.60",0.13K,-1.25%
28-Feb-19,"1,358.60","1,364.30","1,364.30","1,363.90",0.00K,-0.38%
27-Feb-19,"1,363.80","1,371.00","1,371.00","1,371.00",0.00K,-0.54%
26-Feb-19,"1,371.20","1,370.10","1,370.10","1,370.10",0.00K,-0.07%
25-Feb-19,"1,372.20","1,373.10","1,373.10","1,373.10",0.00K,-0.25%
22-Feb-19,"1,375.70","1,370.30","1,374.10","1,370.30",0.01K,0.39%
21-Feb-19,"1,370.40","1,377.10","1,377.10","1,377.10",0.05K,-1.47%
20-Feb-19,"1,390.80","1,389.90","1,389.90","1,389.90",0.03K,0.22%
19-Feb-19,"1,387.80","1,371.60","1,381.10","1,371.60",0.04K,4.38%
18-Feb-19,"1,329.55","1,324.35","1,330.75","1,324.05",-,0.40%
17-Feb-19,"1,324.25","1,324.65","1,324.95","1,323.85",-,-2.99%
15-Feb-19,"1,365.10","1,364.90","1,364.90","1,364.90",0.03K,0.59%
14-Feb-19,"1,357.10","1,305.00","1,311.80","1,301.60",0.07K,-0.10%
13-Feb-19,"1,358.50","1,354.00","1,354.00","1,346.50",0.05K,0.10%
12-Feb-19,"1,357.10","1,357.30","1,357.30","1,357.30",0.00K,0.15%
11-Feb-19,"1,355.10","1,353.60","1,353.60","1,353.60",0.03K,-0.48%
08-Feb-19,"1,361.70","1,355.10","1,355.10","1,355.10",0.17K,0.31%
07-Feb-19,"1,357.50","1,351.30","1,356.70","1,351.30",0.05K,-0.01%
06-Feb-19,"1,357.70","1,360.80","1,360.80","1,360.80",0.00K,-0.35%
05-Feb-19,"1,362.50","1,361.90","1,362.50","1,361.90",0.00K,0.02%
04-Feb-19,"1,362.20","1,360.30","1,360.30","1,358.10",0.00K,-0.21%
01-Feb-19,"1,365.00","1,368.60","1,368.60","1,368.60",0.00K,-0.21%
31-Jan-19,"1,367.90","1,366.30","1,366.40","1,366.30",0.00K,0.65%
30-Jan-19,"1,359.10","1,358.80","1,358.90","1,358.80",0.05K,0.03%
29-Jan-19,"1,358.70","1,351.00","1,354.40","1,351.00",0.20K,0.43%
28-Jan-19,"1,352.90","1,348.70","1,348.70","1,348.70",0.00K,0.43%
25-Jan-19,"1,347.10","1,340.20","1,347.00","1,340.20",0.03K,1.38%
24-Jan-19,"1,328.70","1,324.70","1,325.10","1,324.70",0.05K,-0.33%
23-Jan-19,"1,333.10","1,281.70","1,283.90","1,278.70",0.02K,0.07%
22-Jan-19,"1,332.20","1,283.30","1,283.30","1,283.20",0.15K,4.16%
21-Jan-19,"1,279.05","1,281.95","1,282.95","1,276.15",-,-0.23%
20-Jan-19,"1,282.05","1,281.30","1,282.70","1,280.50",-,-3.74%
18-Jan-19,"1,331.90","1,281.30","1,281.30","1,281.30",0.00K,-0.73%
17-Jan-19,"1,341.70","1,339.20","1,339.20","1,339.00",0.00K,-0.10%
16-Jan-19,"1,343.10","1,291.60","1,291.60","1,291.60",0.00K,0.42%
15-Jan-19,"1,337.50","1,290.10","1,292.70","1,290.10",0.01K,-0.26%
14-Jan-19,"1,341.00","1,331.60","1,331.60","1,331.60",0.40K,0.13%
11-Jan-19,"1,339.20","1,341.50","1,341.50","1,339.40",0.05K,0.18%
10-Jan-19,"1,336.80","1,284.70","1,284.70","1,284.70",0.55K,-0.32%
09-Jan-19,"1,341.10","1,279.40","1,289.30","1,279.20",0.10K,0.46%
08-Jan-19,"1,334.90","1,335.00","1,335.00","1,335.00",0.00K,-0.31%
07-Jan-19,"1,339.00","1,332.20","1,332.20","1,332.20",0.01K,0.31%
04-Jan-19,"1,334.80","1,330.00","1,330.00","1,330.00",0.10K,-0.65%
03-Jan-19,"1,343.60","1,334.50","1,334.50","1,334.50",0.08K,0.81%
02-Jan-19,"1,332.80","1,332.50","1,332.50","1,331.30",0.08K,3.85%
01-Jan-19,"1,283.35","1,284.70","1,284.75","1,282.85",-,-3.52%
