Date,Price,Open,High,Low,Vol.,Change %
01-Nov-19,"1,528.40","1,531.30","1,535.00","1,522.50",1.60K,-0.19%
31-Oct-19,"1,531.30","1,514.40","1,533.30","1,513.20",2.92K,1.17%
30-Oct-19,"1,513.60","1,508.30","1,515.50","1,500.60",2.84K,0.40%
29-Oct-19,"1,507.50","1,511.50","1,513.70","1,502.60",1.81K,-0.35%
28-Oct-19,"1,512.80","1,524.80","1,527.10","1,509.70",0.87K,-0.62%
25-Oct-19,"1,522.20","1,521.80","1,537.10","1,520.10",2.13K,0.06%
24-Oct-19,"1,521.30","1,512.30","1,522.40","1,507.50",1.83K,0.60%
23-Oct-19,"1,512.20","1,508.10","1,515.20","1,507.50",0.71K,0.55%
22-Oct-19,"1,503.90","1,503.40","1,507.90","1,501.00",0.52K,-0.05%
21-Oct-19,"1,504.60","1,511.00","1,514.90","1,501.50",2.72K,-0.38%
18-Oct-19,"1,510.40","1,512.20","1,513.40","1,504.90",2.48K,-0.31%
17-Oct-19,"1,515.10","1,510.90","1,517.00","1,505.50",2.39K,0.28%
16-Oct-19,"1,510.80","1,501.40","1,511.30","1,499.00",4.81K,0.69%
15-Oct-19,"1,500.40","1,515.80","1,519.20","1,499.90",0.46K,-0.92%
14-Oct-19,"1,514.40","1,509.20","1,517.20","1,506.60",1.00K,0.60%
11-Oct-19,"1,505.40","1,514.00","1,524.30","1,495.30",6.69K,-0.82%
10-Oct-19,"1,517.90","1,535.00","1,538.50","1,512.90",2.99K,-0.77%
09-Oct-19,"1,529.70","1,529.60","1,532.00","1,524.20",4.42K,0.59%
08-Oct-19,"1,520.70","1,510.80","1,529.90","1,510.50",4.10K,-0.03%
07-Oct-19,"1,521.10","1,529.50","1,529.50","1,512.00",2.86K,-0.54%
04-Oct-19,"1,529.40","1,530.50","1,536.30","1,518.30",1.82K,-0.05%
03-Oct-19,"1,530.10","1,522.80","1,542.00","1,519.60",2.30K,0.36%
02-Oct-19,"1,524.60","1,503.30","1,527.10","1,498.50",2.72K,1.26%
01-Oct-19,"1,505.60","1,492.90","1,508.30","1,482.20",2.92K,1.06%
30-Sep-19,"1,489.80","1,519.80","1,520.40","1,487.60",2.77K,-2.20%
27-Sep-19,"1,523.30","1,529.70","1,529.70","1,510.80",2.76K,-0.57%
26-Sep-19,"1,532.00","1,532.40","1,533.40","1,528.90",1.00K,0.20%
25-Sep-19,"1,528.90","1,556.30","1,556.30","1,525.50",1.56K,-1.81%
24-Sep-19,"1,557.10","1,544.20","1,559.60","1,544.00",1.65K,0.56%
23-Sep-19,"1,548.50","1,535.00","1,550.50","1,535.00",1.60K,1.08%
20-Sep-19,"1,532.00","1,531.00","1,540.60","1,523.00",0.54K,0.58%
19-Sep-19,"1,523.20","1,513.30","1,527.50","1,513.30",1.06K,-0.63%
18-Sep-19,"1,532.80","1,525.30","1,535.00","1,508.00",1.74K,0.15%
17-Sep-19,"1,530.50","1,523.10","1,531.60","1,520.70",0.29K,0.12%
16-Sep-19,"1,528.70","1,523.90","1,535.70","1,520.80",0.64K,0.77%
13-Sep-19,"1,517.00","1,521.00","1,532.50","1,513.60",1.79K,-0.49%
12-Sep-19,"1,524.50","1,520.90","1,546.50","1,514.30",1.44K,0.30%
11-Sep-19,"1,520.00","1,513.00","1,520.10","1,513.00",1.60K,0.28%
10-Sep-19,"1,515.80","1,520.00","1,523.20","1,510.70",2.19K,-0.77%
09-Sep-19,"1,527.60","1,528.00","1,539.80","1,521.80",2.51K,-0.25%
06-Sep-19,"1,531.50","1,542.60","1,551.90","1,526.90",1.28K,-0.64%
05-Sep-19,"1,541.30","1,575.00","1,575.00","1,532.10",1.18K,-2.21%
04-Sep-19,"1,576.20","1,571.00","1,578.50","1,559.40",0.93K,0.27%
03-Sep-19,"1,571.90","1,556.00","1,574.20","1,547.80",2.06K,2.39%
02-Sep-19,"1,535.15","1,537.95","1,540.05","1,528.15",-,-0.19%
01-Sep-19,"1,538.05","1,535.25","1,542.90","1,535.25",-,-0.48%
30-Aug-19,"1,545.50","1,551.90","1,555.80","1,543.30",1.34K,-0.46%
29-Aug-19,"1,552.60","1,566.50","1,574.50","1,547.00",0.90K,-0.76%
28-Aug-19,"1,564.50","1,569.40","1,571.10","1,560.70",0.79K,-0.17%
27-Aug-19,"1,567.20","1,558.60","1,568.60","1,553.20",1.58K,0.97%
26-Aug-19,"1,552.10","1,557.00","1,573.40","1,550.00",0.87K,-0.03%
23-Aug-19,"1,552.50","1,518.00","1,554.00","1,518.00",0.75K,1.91%
22-Aug-19,"1,523.40","1,527.00","1,527.00","1,517.40",0.58K,-0.46%
21-Aug-19,"1,530.40","1,531.30","1,531.40","1,522.90",1.45K,0.00%
20-Aug-19,"1,530.40","1,526.50","1,532.10","1,526.50",0.12K,0.28%
19-Aug-19,"1,526.20","1,530.00","1,530.20","1,520.40",0.84K,-0.78%
16-Aug-19,"1,538.20","1,538.50","1,540.00","1,530.00",0.41K,-0.50%
15-Aug-19,"1,545.90","1,545.70","1,549.50","1,537.40",0.86K,0.19%
14-Aug-19,"1,542.90","1,526.80","1,547.70","1,525.30",2.06K,0.89%
13-Aug-19,"1,529.30","1,541.80","1,559.10","1,506.60",1.53K,-0.18%
12-Aug-19,"1,532.00","1,520.00","1,538.40","1,520.00",1.20K,0.57%
09-Aug-19,"1,523.30","1,526.00","1,533.80","1,522.80",0.55K,-0.05%
08-Aug-19,"1,524.00","1,524.40","1,529.80","1,519.30",0.87K,-0.63%
07-Aug-19,"1,533.60","1,500.40","1,536.30","1,500.40",2.45K,2.34%
06-Aug-19,"1,498.60","1,495.00","1,500.00","1,486.00",1.99K,0.51%
05-Aug-19,"1,491.00","1,467.20","1,495.80","1,467.20",1.81K,1.23%
02-Aug-19,"1,472.90","1,471.10","1,475.20","1,458.00",0.61K,1.69%
01-Aug-19,"1,448.40","1,442.60","1,472.10","1,428.90",1.56K,-0.36%
31-Jul-19,"1,453.70","1,459.00","1,462.00","1,439.80",0.76K,-0.27%
30-Jul-19,"1,457.70","1,453.30","1,461.50","1,451.30",0.70K,0.59%
29-Jul-19,"1,449.20","1,452.30","1,454.40","1,444.00",1.05K,0.08%
26-Jul-19,"1,448.10","1,444.00","1,449.60","1,442.00",0.56K,0.35%
25-Jul-19,"1,443.10","1,452.60","1,461.60","1,440.00",1.57K,-0.62%
24-Jul-19,"1,452.10","1,445.40","1,457.10","1,445.40",0.85K,0.14%
23-Jul-19,"1,450.00","1,450.00","1,457.40","1,446.00",1.04K,-0.36%
22-Jul-19,"1,455.20","1,453.60","1,456.90","1,451.60",0.61K,0.03%
19-Jul-19,"1,454.70","1,470.50","1,472.80","1,454.50",1.42K,-0.12%
18-Jul-19,"1,456.40","1,451.20","1,476.80","1,446.00",0.93K,0.33%
17-Jul-19,"1,451.60","1,430.00","1,454.70","1,430.00",0.41K,0.85%
16-Jul-19,"1,439.30","1,445.30","1,445.30","1,437.70",0.30K,-0.15%
15-Jul-19,"1,441.50","1,441.00","1,443.70","1,441.00",0.99K,0.09%
12-Jul-19,"1,440.20","1,437.20","1,440.60","1,436.50",0.94K,0.39%
11-Jul-19,"1,434.60","1,453.20","1,453.80","1,433.30",0.58K,-0.37%
10-Jul-19,"1,439.90","1,421.20","1,446.40","1,421.20",1.80K,0.86%
09-Jul-19,"1,427.60","1,424.30","1,428.20","1,416.50",1.37K,0.06%
