Date,Price,Open,High,Low,Change %
13-Jan-19,51.78,51.73,52.05,51.73,0.27%
11-Jan-19,51.64,52.22,53.23,51.12,-1.07%
10-Jan-19,52.2,52.09,52.7,51.31,0.23%
09-Jan-19,52.08,49.88,52.48,49.84,4.39%
08-Jan-19,49.89,48.64,49.92,48.22,2.53%
07-Jan-19,48.66,48.51,49.68,48.24,0.35%
06-Jan-19,48.49,48.18,48.53,48.02,0.64%
04-Jan-19,48.18,46.76,49.09,46.52,2.99%
03-Jan-19,46.78,45.66,47.34,45.23,2.45%
02-Jan-19,45.66,45.72,47.61,44.23,1.47%
